,cand_pcc,cand_name,cand_office,cand_office_st,cand_office_district,cand_election_yr,from_dates,through_dates,committee_total,actblue_total,percent
106,C00422980,"COHEN, STEPHEN IRA",H,TN,09,2018,"[datetime.date(2017, 10, 1), datetime.date(2018, 7, 14), datetime.date(2017, 7, 1), datetime.date(2018, 7, 1), datetime.date(2017, 1, 1), datetime.date(2018, 4, 1), datetime.date(2017, 4, 1), datetime.date(2018, 1, 1)]","[datetime.date(2017, 12, 31), datetime.date(2018, 9, 30), datetime.date(2017, 9, 30), datetime.date(2018, 7, 13), datetime.date(2017, 3, 31), datetime.date(2018, 6, 30), datetime.date(2017, 6, 30), datetime.date(2018, 3, 31)]",137364.4,2306.2,0.016788920564571316
77,C00391029,"COSTA, JIM",H,CA,16,2018,"[datetime.date(2018, 5, 17), datetime.date(2017, 7, 1), datetime.date(2018, 1, 1), datetime.date(2017, 4, 1), datetime.date(2018, 7, 1), datetime.date(2017, 10, 1), datetime.date(2018, 4, 1), datetime.date(2017, 1, 1)]","[datetime.date(2018, 6, 30), datetime.date(2017, 9, 30), datetime.date(2018, 3, 31), datetime.date(2017, 6, 30), datetime.date(2018, 9, 30), datetime.date(2017, 12, 31), datetime.date(2018, 5, 16), datetime.date(2017, 3, 31)]",616055.31,9728.65,0.01579184505365273
854,C00654988,"HOYOS, RENEE",H,TN,02,2018,"[datetime.date(2018, 1, 1), datetime.date(2018, 4, 1), datetime.date(2017, 9, 9), datetime.date(2018, 7, 1), datetime.date(2018, 7, 14), datetime.date(2017, 10, 1)]","[datetime.date(2018, 3, 31), datetime.date(2018, 6, 30), datetime.date(2017, 9, 30), datetime.date(2018, 7, 13), datetime.date(2018, 9, 30), datetime.date(2017, 12, 31)]",280420.89,4312.94,0.015380237898824155
101,C00418293,"JOHNSON, HENRY C. 'HANK",H,GA,04,2018,"[datetime.date(2017, 7, 1), datetime.date(2018, 7, 1), datetime.date(2017, 1, 1), datetime.date(2018, 4, 1), datetime.date(2017, 4, 1), datetime.date(2017, 10, 1), datetime.date(2018, 5, 3), datetime.date(2018, 1, 1)]","[datetime.date(2017, 9, 30), datetime.date(2018, 9, 30), datetime.date(2017, 3, 31), datetime.date(2018, 5, 2), datetime.date(2017, 6, 30), datetime.date(2017, 12, 31), datetime.date(2018, 6, 30), datetime.date(2018, 3, 31)]",34942.4,476.41,0.013634152204771282
666,C00649194,"WATTS, RYAN",H,NC,06,2018,"[datetime.date(2017, 10, 1), datetime.date(2017, 7, 1), datetime.date(2018, 4, 1), datetime.date(2018, 1, 1), datetime.date(2018, 7, 1), datetime.date(2018, 4, 19)]","[datetime.date(2017, 12, 31), datetime.date(2017, 9, 30), datetime.date(2018, 4, 18), datetime.date(2018, 3, 31), datetime.date(2018, 9, 30), datetime.date(2018, 6, 30)]",282968.95,3549.87,0.012545086660568234
828,C00653840,"ZWAHLEN, SUE",H,CA,10,2018,"[datetime.date(2018, 1, 1), datetime.date(2018, 4, 1), datetime.date(2017, 7, 1), datetime.date(2017, 10, 1), datetime.date(2018, 5, 17), datetime.date(2018, 7, 1)]","[datetime.date(2018, 3, 31), datetime.date(2018, 5, 16), datetime.date(2017, 9, 30), datetime.date(2017, 12, 31), datetime.date(2018, 6, 30), datetime.date(2018, 9, 30)]",112972.7,1410.65,0.01248664500361592
274,C00611376,"BACA, JOE",H,CA,35,2018,"[datetime.date(2018, 4, 1), datetime.date(2018, 7, 1), datetime.date(2017, 1, 1), datetime.date(2018, 5, 17), datetime.date(2017, 10, 1), datetime.date(2017, 7, 1), datetime.date(2018, 1, 1), datetime.date(2017, 4, 1)]","[datetime.date(2018, 5, 16), datetime.date(2018, 9, 30), datetime.date(2017, 3, 31), datetime.date(2018, 6, 30), datetime.date(2017, 12, 31), datetime.date(2017, 9, 30), datetime.date(2018, 3, 31), datetime.date(2017, 6, 30)]",34395.6,427.0,0.012414378583307168
215,C00558346,"RIVERS, DON L MR",S,WA,00,2018,"[datetime.date(2018, 1, 1), datetime.date(2018, 4, 1), datetime.date(2018, 7, 1), datetime.date(2017, 6, 1)]","[datetime.date(2018, 3, 31), datetime.date(2018, 6, 24), datetime.date(2018, 7, 18), datetime.date(2018, 3, 31)]",28523.82,351.88,0.01233635607011964
272,C00608901,"WOOLRIDGE, RUBY FAYE MS.",H,TX,06,2018,"[datetime.date(2017, 4, 1), datetime.date(2018, 7, 1), datetime.date(2018, 1, 1), datetime.date(2017, 1, 1), datetime.date(2018, 2, 15), datetime.date(2018, 5, 3), datetime.date(2017, 7, 1), datetime.date(2017, 10, 1), datetime.date(2018, 4, 1)]","[datetime.date(2017, 6, 30), datetime.date(2018, 9, 30), datetime.date(2018, 2, 14), datetime.date(2017, 3, 31), datetime.date(2018, 3, 31), datetime.date(2018, 6, 30), datetime.date(2017, 9, 30), datetime.date(2017, 12, 31), datetime.date(2018, 5, 2)]",74733.95,895.68,0.011984914486655663
176,C00506832,"VEASEY, MARC ALLISON MR.",H,TX,33,2018,"[datetime.date(2017, 7, 1), datetime.date(2017, 1, 1), datetime.date(2018, 4, 1), datetime.date(2018, 1, 1), datetime.date(2017, 10, 1), datetime.date(2018, 7, 1), datetime.date(2017, 4, 1), datetime.date(2018, 2, 15)]","[datetime.date(2017, 9, 30), datetime.date(2017, 3, 31), datetime.date(2018, 6, 30), datetime.date(2018, 2, 14), datetime.date(2017, 12, 31), datetime.date(2018, 9, 30), datetime.date(2017, 6, 30), datetime.date(2018, 3, 31)]",543806.14,6475.13,0.011907055701871994
70,C00371302,"CUELLAR, HENRY R.",H,TX,28,2018,"[datetime.date(2017, 4, 1), datetime.date(2017, 7, 1), datetime.date(2018, 7, 1), datetime.date(2018, 1, 1), datetime.date(2018, 2, 15), datetime.date(2017, 1, 1), datetime.date(2018, 4, 1), datetime.date(2017, 10, 1)]","[datetime.date(2017, 6, 30), datetime.date(2017, 9, 30), datetime.date(2018, 9, 30), datetime.date(2018, 2, 14), datetime.date(2018, 3, 31), datetime.date(2017, 3, 31), datetime.date(2018, 6, 30), datetime.date(2017, 12, 31)]",493921.51,5187.88,0.010503450234430972
61,C00344697,"LANGEVIN, JAMES R. HONORABLE",H,RI,02,2018,"[datetime.date(2017, 1, 1), datetime.date(2017, 10, 1), datetime.date(2018, 8, 24), datetime.date(2017, 4, 1), datetime.date(2018, 7, 1), datetime.date(2018, 4, 1), datetime.date(2018, 1, 1), datetime.date(2017, 7, 1)]","[datetime.date(2017, 3, 31), datetime.date(2017, 12, 31), datetime.date(2018, 9, 30), datetime.date(2017, 6, 30), datetime.date(2018, 8, 23), datetime.date(2018, 6, 30), datetime.date(2018, 3, 31), datetime.date(2017, 9, 30)]",561487.66,5716.41,0.010180829263460572
529,C00640250,"FIELD, BETTY ANN",H,CO,05,2018,"[datetime.date(2017, 4, 1), datetime.date(2017, 10, 1), datetime.date(2017, 7, 1), datetime.date(2018, 1, 1)]","[datetime.date(2017, 6, 30), datetime.date(2017, 12, 31), datetime.date(2017, 9, 30), datetime.date(2018, 3, 31)]",21397.5,215.95,0.01009230050239514
120,C00443705,"SPEIER, JACKIE",H,CA,14,2018,"[datetime.date(2017, 4, 1), datetime.date(2018, 7, 1), datetime.date(2018, 1, 1), datetime.date(2017, 7, 1), datetime.date(2017, 1, 1), datetime.date(2018, 4, 1), datetime.date(2017, 10, 1), datetime.date(2018, 5, 17)]","[datetime.date(2017, 6, 30), datetime.date(2018, 9, 30), datetime.date(2018, 3, 31), datetime.date(2017, 9, 30), datetime.date(2017, 3, 31), datetime.date(2018, 5, 16), datetime.date(2017, 12, 31), datetime.date(2018, 6, 30)]",595971.28,5964.06,0.010007294311229226
996,C00660977,"NICHOLS, JASON",H,OK,02,2018,"[datetime.date(2017, 10, 1), datetime.date(2018, 4, 1), datetime.date(2018, 8, 9), datetime.date(2018, 6, 7), datetime.date(2018, 7, 1), datetime.date(2018, 1, 1)]","[datetime.date(2017, 12, 31), datetime.date(2018, 6, 6), datetime.date(2018, 9, 30), datetime.date(2018, 6, 30), datetime.date(2018, 8, 8), datetime.date(2018, 3, 31)]",92646.05,921.79,0.009949587705034374
82,C00401034,"HIGGINS, BRIAN",H,NY,26,2018,"[datetime.date(2017, 1, 1), datetime.date(2018, 7, 1), datetime.date(2018, 1, 1), datetime.date(2018, 4, 1), datetime.date(2018, 6, 7), datetime.date(2017, 10, 1), datetime.date(2017, 4, 1), datetime.date(2017, 7, 1)]","[datetime.date(2017, 3, 31), datetime.date(2018, 9, 30), datetime.date(2018, 3, 31), datetime.date(2018, 6, 6), datetime.date(2018, 6, 30), datetime.date(2017, 12, 31), datetime.date(2017, 6, 30), datetime.date(2017, 9, 30)]",403818.46,3565.67,0.008829883606608772
36,C00286500,"DOGGETT, LLOYD",H,TX,35,2018,"[datetime.date(2018, 7, 1), datetime.date(2017, 10, 1), datetime.date(2017, 1, 1), datetime.date(2017, 7, 1), datetime.date(2018, 2, 15), datetime.date(2018, 1, 1), datetime.date(2017, 4, 1), datetime.date(2018, 4, 1)]","[datetime.date(2018, 9, 30), datetime.date(2017, 12, 31), datetime.date(2017, 3, 31), datetime.date(2017, 9, 30), datetime.date(2018, 3, 31), datetime.date(2018, 2, 14), datetime.date(2017, 6, 30), datetime.date(2018, 6, 30)]",473834.01,4146.75,0.008751482402033573
456,C00638262,"MCFADDEN, GARRICK ARVIN MR.",H,AZ,06,2018,"[datetime.date(2017, 7, 1), datetime.date(2018, 8, 9), datetime.date(2017, 4, 1), datetime.date(2018, 1, 1), datetime.date(2018, 4, 1), datetime.date(2018, 7, 1), datetime.date(2017, 10, 1)]","[datetime.date(2017, 9, 30), datetime.date(2018, 9, 30), datetime.date(2017, 6, 30), datetime.date(2018, 3, 31), datetime.date(2018, 6, 30), datetime.date(2018, 8, 8), datetime.date(2017, 12, 31)]",61794.31,510.38,0.0082593364987812
134,C00462697,"GARAMENDI, JOHN",H,CA,03,2018,"[datetime.date(2017, 4, 1), datetime.date(2017, 1, 1), datetime.date(2017, 10, 1), datetime.date(2017, 7, 1), datetime.date(2018, 4, 1), datetime.date(2018, 7, 1), datetime.date(2018, 5, 17), datetime.date(2018, 1, 1)]","[datetime.date(2017, 6, 30), datetime.date(2017, 3, 31), datetime.date(2017, 12, 31), datetime.date(2017, 9, 30), datetime.date(2018, 5, 16), datetime.date(2018, 9, 30), datetime.date(2018, 6, 30), datetime.date(2018, 3, 31)]",352213.22,2888.1,0.008199862571881884
0,C00140715,"HOYER, STENY",H,MD,05,2018,"[datetime.date(2017, 4, 1), datetime.date(2018, 1, 1), datetime.date(2017, 1, 1), datetime.date(2018, 7, 1), datetime.date(2017, 10, 1), datetime.date(2018, 6, 7), datetime.date(2018, 4, 1), datetime.date(2017, 7, 1)]","[datetime.date(2017, 6, 30), datetime.date(2018, 3, 31), datetime.date(2017, 3, 31), datetime.date(2018, 9, 30), datetime.date(2017, 12, 31), datetime.date(2018, 6, 30), datetime.date(2018, 6, 6), datetime.date(2017, 9, 30)]",948757.29,7474.66,0.00787836897674852
747,C00650812,"PULLEN, MICHAEL MR.",H,MD,01,2018,"[datetime.date(2018, 4, 1), datetime.date(2017, 10, 1), datetime.date(2018, 7, 1), datetime.date(2017, 1, 1), datetime.date(2018, 6, 7), datetime.date(2018, 1, 1)]","[datetime.date(2018, 6, 6), datetime.date(2017, 12, 31), datetime.date(2018, 9, 30), datetime.date(2017, 9, 30), datetime.date(2018, 6, 30), datetime.date(2018, 3, 31)]",106504.86,809.0,0.007595897501766586
973,C00660217,"COBERT, MITCHELL",H,NJ,11,2018,"[datetime.date(2018, 4, 1), datetime.date(2018, 1, 1), datetime.date(2018, 7, 1), datetime.date(2018, 5, 17), datetime.date(2017, 10, 1)]","[datetime.date(2018, 5, 16), datetime.date(2018, 3, 31), datetime.date(2018, 9, 30), datetime.date(2018, 6, 30), datetime.date(2017, 12, 31)]",80448.56,550.0,0.006836666809200811
1050,C00663542,"SWISHER, CARLTON AARON",H,ID,02,2018,"[datetime.date(2018, 7, 1), datetime.date(2017, 10, 15), datetime.date(2018, 4, 26), datetime.date(2018, 4, 1)]","[datetime.date(2018, 9, 30), datetime.date(2018, 3, 31), datetime.date(2018, 6, 30), datetime.date(2018, 4, 25)]",99882.58,681.44,0.006822410874849249
23,C00256925,"SCOTT, ROBERT C MR",H,VA,03,2018,"[datetime.date(2018, 5, 24), datetime.date(2017, 10, 1), datetime.date(2018, 7, 1), datetime.date(2018, 1, 1), datetime.date(2017, 1, 1), datetime.date(2017, 7, 1), datetime.date(2018, 4, 9), datetime.date(2017, 4, 1), datetime.date(2018, 4, 1)]","[datetime.date(2018, 6, 30), datetime.date(2017, 12, 31), datetime.date(2018, 9, 30), datetime.date(2018, 3, 31), datetime.date(2017, 3, 31), datetime.date(2017, 9, 30), datetime.date(2018, 5, 23), datetime.date(2017, 6, 30), datetime.date(2018, 4, 8)]",165066.19,1044.35,0.006326855911558872
1191,C00670703,"PADGETT, DONALD CLAYTON",H,OK,02,2018,"[datetime.date(2018, 4, 1), datetime.date(2017, 12, 15), datetime.date(2018, 6, 7), datetime.date(2018, 7, 1)]","[datetime.date(2018, 6, 6), datetime.date(2018, 3, 31), datetime.date(2018, 6, 30), datetime.date(2018, 8, 8)]",81253.21,500.0,0.006153603039190697
799,C00652636,"TANOOS, WILLIAM",H,IN,08,2018,"[datetime.date(2017, 10, 1), datetime.date(2018, 4, 1), datetime.date(2018, 4, 19), datetime.date(2018, 1, 1), datetime.date(2017, 7, 1), datetime.date(2018, 7, 1)]","[datetime.date(2017, 12, 31), datetime.date(2018, 4, 18), datetime.date(2018, 6, 30), datetime.date(2018, 3, 31), datetime.date(2017, 9, 30), datetime.date(2018, 9, 30)]",178776.08,1086.82,0.006079224916442961
813,C00653196,"TRONE, DAVID",H,MD,06,2018,"[datetime.date(2017, 10, 1), datetime.date(2017, 1, 1), datetime.date(2018, 6, 7), datetime.date(2018, 7, 1), datetime.date(2018, 4, 1), datetime.date(2018, 1, 1)]","[datetime.date(2017, 12, 31), datetime.date(2017, 9, 30), datetime.date(2018, 6, 30), datetime.date(2018, 9, 30), datetime.date(2018, 6, 6), datetime.date(2018, 3, 31)]",528589.56,3181.57,0.006018980019204314
102,C00419630,"YARMUTH, JOHN A",H,KY,03,2018,"[datetime.date(2017, 10, 1), datetime.date(2018, 4, 1), datetime.date(2018, 1, 1), datetime.date(2018, 5, 3), datetime.date(2017, 4, 1), datetime.date(2017, 7, 1), datetime.date(2017, 1, 1), datetime.date(2018, 7, 1)]","[datetime.date(2017, 12, 31), datetime.date(2018, 5, 2), datetime.date(2018, 3, 31), datetime.date(2018, 6, 30), datetime.date(2017, 6, 30), datetime.date(2017, 9, 30), datetime.date(2017, 3, 31), datetime.date(2018, 9, 30)]",334510.17,1830.67,0.005472688618106888
30,C00266940,"BISHOP, SANFORD D",H,GA,02,2018,"[datetime.date(2018, 5, 3), datetime.date(2018, 7, 1), datetime.date(2018, 4, 1), datetime.date(2017, 7, 1), datetime.date(2017, 4, 1), datetime.date(2017, 10, 1), datetime.date(2018, 1, 1), datetime.date(2017, 1, 1)]","[datetime.date(2018, 6, 30), datetime.date(2018, 9, 30), datetime.date(2018, 5, 2), datetime.date(2017, 9, 30), datetime.date(2017, 6, 30), datetime.date(2017, 12, 31), datetime.date(2018, 3, 31), datetime.date(2017, 3, 31)]",201272.0,1045.37,0.005193817321833141
41,C00304709,"SMITH, D. ADAM",H,WA,09,2018,"[datetime.date(2018, 7, 19), datetime.date(2017, 7, 1), datetime.date(2018, 4, 1), datetime.date(2017, 4, 1), datetime.date(2018, 7, 1), datetime.date(2017, 10, 1), datetime.date(2018, 1, 1), datetime.date(2017, 1, 1)]","[datetime.date(2018, 9, 30), datetime.date(2017, 9, 30), datetime.date(2018, 6, 30), datetime.date(2017, 6, 30), datetime.date(2018, 7, 18), datetime.date(2017, 12, 31), datetime.date(2018, 3, 31), datetime.date(2017, 3, 31)]",480266.09,2191.42,0.004562928854710521
6,C00195628,"PRICE, DAVID E",H,NC,04,2018,"[datetime.date(2017, 4, 1), datetime.date(2017, 1, 1), datetime.date(2018, 7, 1), datetime.date(2017, 10, 1), datetime.date(2018, 4, 19), datetime.date(2018, 4, 1), datetime.date(2018, 1, 1), datetime.date(2017, 7, 1)]","[datetime.date(2017, 6, 30), datetime.date(2017, 3, 31), datetime.date(2018, 9, 30), datetime.date(2017, 12, 31), datetime.date(2018, 6, 30), datetime.date(2018, 4, 18), datetime.date(2018, 3, 31), datetime.date(2017, 9, 30)]",368993.69,1660.02,0.004498776117282656
51,C00330142,"LARSON, JOHN B",H,CT,01,2018,"[datetime.date(2018, 4, 25), datetime.date(2017, 4, 1), datetime.date(2017, 10, 1), datetime.date(2018, 7, 1), datetime.date(2018, 1, 1), datetime.date(2017, 1, 1), datetime.date(2017, 7, 1), datetime.date(2018, 4, 1)]","[datetime.date(2018, 6, 30), datetime.date(2017, 6, 30), datetime.date(2017, 12, 31), datetime.date(2018, 9, 30), datetime.date(2018, 3, 31), datetime.date(2017, 3, 31), datetime.date(2017, 9, 30), datetime.date(2018, 4, 24)]",438284.61,1938.97,0.004423997456812367
20,C00254573,"JOHNSON, EDDIE BERNICE",H,TX,30,2018,"[datetime.date(2017, 7, 1), datetime.date(2018, 2, 15), datetime.date(2018, 1, 1), datetime.date(2017, 10, 1), datetime.date(2017, 4, 1), datetime.date(2018, 4, 1), datetime.date(2018, 7, 1), datetime.date(2017, 1, 1)]","[datetime.date(2017, 9, 30), datetime.date(2018, 3, 31), datetime.date(2018, 2, 14), datetime.date(2017, 12, 31), datetime.date(2017, 6, 30), datetime.date(2018, 6, 30), datetime.date(2018, 9, 30), datetime.date(2017, 3, 31)]",163110.0,708.93,0.004346330697075593
1136,C00667675,"UPCHURCH, JOHN NEHRING MR.",H,FL,06,2018,"[datetime.date(2018, 8, 9), datetime.date(2018, 4, 1), datetime.date(2018, 7, 1), datetime.date(2018, 1, 17)]","[datetime.date(2018, 9, 30), datetime.date(2018, 6, 30), datetime.date(2018, 8, 8), datetime.date(2018, 3, 31)]",212308.3,827.34,0.003896880150234353
47,C00313510,"PASCRELL, WILLIAM J. JR.",H,NJ,09,2018,"[datetime.date(2018, 5, 17), datetime.date(2017, 7, 1), datetime.date(2017, 10, 1), datetime.date(2018, 4, 1), datetime.date(2017, 1, 1), datetime.date(2017, 4, 1), datetime.date(2018, 1, 1), datetime.date(2018, 7, 1)]","[datetime.date(2018, 6, 30), datetime.date(2017, 9, 30), datetime.date(2017, 12, 31), datetime.date(2018, 5, 16), datetime.date(2017, 3, 31), datetime.date(2017, 6, 30), datetime.date(2018, 3, 31), datetime.date(2018, 9, 30)]",571278.81,1792.62,0.0031379073906137
578,C00646570,"JENNINGS, ADAM THOMAS",H,MN,03,2018,"[datetime.date(2017, 10, 1), datetime.date(2018, 7, 1), datetime.date(2017, 3, 23), datetime.date(2018, 1, 1), datetime.date(2017, 7, 1), datetime.date(2018, 4, 1)]","[datetime.date(2017, 12, 31), datetime.date(2018, 9, 30), datetime.date(2017, 6, 30), datetime.date(2018, 3, 31), datetime.date(2017, 9, 30), datetime.date(2018, 6, 30)]",173916.24,468.2,0.0026921005191924575
1150,C00668194,"LINDERMAN, HANK",H,KY,02,2018,"[datetime.date(2018, 7, 1), datetime.date(2018, 1, 1), datetime.date(2018, 4, 1), datetime.date(2018, 5, 3)]","[datetime.date(2018, 9, 30), datetime.date(2018, 3, 31), datetime.date(2018, 5, 2), datetime.date(2018, 6, 30)]",134505.69,334.99,0.002490526608948662
250,C00592154,"PANETTA, JIMMY",H,CA,20,2018,"[datetime.date(2017, 4, 1), datetime.date(2018, 1, 1), datetime.date(2018, 5, 17), datetime.date(2017, 7, 1), datetime.date(2017, 10, 1), datetime.date(2017, 1, 1), datetime.date(2018, 4, 1), datetime.date(2018, 7, 1)]","[datetime.date(2017, 6, 30), datetime.date(2018, 3, 31), datetime.date(2018, 6, 30), datetime.date(2017, 9, 30), datetime.date(2017, 12, 31), datetime.date(2017, 3, 31), datetime.date(2018, 5, 16), datetime.date(2018, 9, 30)]",392494.67,964.07,0.0024562626544712063
736,C00650515,"RODRIGUEZ, JOSE JAVIER",H,FL,27,2018,"[datetime.date(2018, 7, 1), datetime.date(2018, 4, 1), datetime.date(2017, 10, 1), datetime.date(2017, 6, 21), datetime.date(2018, 1, 1)]","[datetime.date(2018, 9, 30), datetime.date(2018, 6, 30), datetime.date(2017, 12, 31), datetime.date(2017, 9, 30), datetime.date(2018, 3, 31)]",624702.52,1412.0,0.0022602758189609992
132,C00460261,"LAWSON, ALFRED JR",H,FL,05,2018,"[datetime.date(2017, 10, 1), datetime.date(2017, 1, 1), datetime.date(2018, 7, 1), datetime.date(2017, 4, 1), datetime.date(2018, 4, 1), datetime.date(2017, 7, 1), datetime.date(2018, 8, 9), datetime.date(2018, 1, 1)]","[datetime.date(2017, 12, 31), datetime.date(2017, 3, 31), datetime.date(2018, 8, 8), datetime.date(2017, 6, 30), datetime.date(2018, 6, 30), datetime.date(2017, 9, 30), datetime.date(2018, 9, 30), datetime.date(2018, 3, 31)]",199705.78,361.9,0.0018121658772219812
67,C00366948,"LYNCH, STEPHEN",H,MA,08,2018,"[datetime.date(2017, 4, 1), datetime.date(2017, 7, 1), datetime.date(2017, 10, 1), datetime.date(2018, 4, 1), datetime.date(2017, 1, 1), datetime.date(2018, 8, 16), datetime.date(2018, 7, 1), datetime.date(2018, 1, 1)]","[datetime.date(2017, 6, 30), datetime.date(2017, 9, 30), datetime.date(2017, 12, 31), datetime.date(2018, 6, 30), datetime.date(2017, 3, 31), datetime.date(2018, 9, 30), datetime.date(2018, 8, 15), datetime.date(2018, 3, 31)]",508957.39,787.08,0.0015464555883548522
14,C00236513,"ENGEL, ELIOT L.",H,NY,16,2018,"[datetime.date(2017, 4, 1), datetime.date(2018, 1, 1), datetime.date(2018, 7, 1), datetime.date(2017, 7, 1), datetime.date(2017, 1, 1), datetime.date(2018, 4, 1), datetime.date(2018, 6, 7), datetime.date(2017, 10, 1)]","[datetime.date(2017, 6, 30), datetime.date(2018, 3, 31), datetime.date(2018, 9, 30), datetime.date(2017, 9, 30), datetime.date(2017, 3, 31), datetime.date(2018, 6, 6), datetime.date(2018, 6, 30), datetime.date(2017, 12, 31)]",1011576.64,1542.18,0.0015245310528325367
230,C00576926,"LI, LINDY",H,PA,05,2018,"[datetime.date(2017, 4, 1), datetime.date(2018, 4, 1), datetime.date(2018, 7, 1), datetime.date(2018, 1, 1), datetime.date(2017, 7, 1), datetime.date(2017, 10, 1), datetime.date(2018, 4, 26), datetime.date(2017, 1, 1)]","[datetime.date(2017, 6, 30), datetime.date(2018, 4, 25), datetime.date(2018, 9, 30), datetime.date(2018, 3, 31), datetime.date(2017, 9, 30), datetime.date(2017, 12, 31), datetime.date(2018, 6, 30), datetime.date(2017, 3, 31)]",161558.0,192.0,0.0011884276854132881
756,C00651117,"FULFORD, JONATHAN STEVEN",H,ME,02,2018,"[datetime.date(2018, 4, 1), datetime.date(2018, 1, 1), datetime.date(2017, 7, 1), datetime.date(2017, 10, 1)]","[datetime.date(2018, 5, 30), datetime.date(2018, 3, 31), datetime.date(2017, 9, 30), datetime.date(2017, 12, 31)]",179073.97,211.0,0.0011782840353625934
