,contribution_date,sum,count
817,2015-03-29,478254.2,22630
818,2015-03-30,1127443.42,38640
819,2015-03-31,1824658.53,54102
820,2015-04-01,332355.23,11298
821,2015-04-02,231071.71,8344
822,2015-04-03,187087.22,8331
823,2015-04-04,123848.02,6763
824,2015-04-05,80168.45,4188
825,2015-04-06,157617.44,5184
826,2015-04-07,133970.99,6046
827,2015-04-08,182383.81,8732
828,2015-04-09,175990.87,9544
829,2015-04-10,157858.79,7761
830,2015-04-11,130075.41,7941
831,2015-04-12,288297.85,16248
832,2015-04-13,291577.62,14592
833,2015-04-14,185285.29,9328
834,2015-04-15,231773.75,11358
835,2015-04-16,289328.56,11101
836,2015-04-17,230985.23,10730
837,2015-04-18,143527.33,9199
838,2015-04-19,136330.17,12817
839,2015-04-20,244950.45,15076
840,2015-04-21,269210.98,13958
841,2015-04-22,236039.84,12183
842,2015-04-23,206339.03,11310
843,2015-04-24,221537.11,11249
844,2015-04-25,137764.08,9875
845,2015-04-26,175692.81,10316
846,2015-04-27,263966.58,14147
847,2015-04-28,309567.07,18786
848,2015-04-29,455848.6,22978
849,2015-04-30,2107825.12,84846
850,2015-05-01,932829.77,30699
851,2015-05-02,808426.79,29926
852,2015-05-03,459526.04,17545
853,2015-05-04,431481.97,12897
854,2015-05-05,508954.48,13668
855,2015-05-06,425074.9,15693
856,2015-05-07,474111.67,16906
857,2015-05-08,338017.88,10257
858,2015-05-09,164891.36,7946
859,2015-05-10,212823.6,8784
860,2015-05-11,356045.97,11557
861,2015-05-12,397925.91,18868
862,2015-05-13,414749.13,19962
863,2015-05-14,721043.97,28557
864,2015-05-15,557671.8,17216
865,2015-05-16,239596.08,13373
866,2015-05-17,253071.82,10220
867,2015-05-18,359088.15,12507
868,2015-05-19,459577.89,21649
869,2015-05-20,355184.09,16104
870,2015-05-21,346827.99,13514
871,2015-05-22,277181.32,11756
872,2015-05-23,161599.14,10968
873,2015-05-24,144510.67,9663
874,2015-05-25,185241.17,9872
875,2015-05-26,912278.0,35983
876,2015-05-27,700602.24,25696
877,2015-05-28,616659.89,26180
878,2015-05-29,526342.36,22274
879,2015-05-30,605243.88,34176
880,2015-05-31,756318.33,37256
881,2015-06-01,467564.52,15851
882,2015-06-02,590166.82,18571
883,2015-06-03,491916.51,16598
884,2015-06-04,367472.55,11239
885,2015-06-05,300206.56,11538
886,2015-06-06,183667.52,9089
887,2015-06-07,175633.03,9431
888,2015-06-08,322843.34,9043
889,2015-06-09,298487.93,8658
890,2015-06-10,405088.1,14845
891,2015-06-11,383162.87,15217
892,2015-06-12,531065.33,24046
893,2015-06-13,499009.68,26937
894,2015-06-14,366111.48,20427
895,2015-06-15,504732.56,19164
896,2015-06-16,494238.31,15199
897,2015-06-17,429756.33,14256
898,2015-06-18,385040.98,10758
899,2015-06-19,468803.9,14707
900,2015-06-20,320038.07,15770
901,2015-06-21,231254.13,13027
902,2015-06-22,513443.53,14904
903,2015-06-23,693938.16,26236
904,2015-06-24,548769.0,19137
905,2015-06-25,787626.55,24645
906,2015-06-26,957787.6,37614
907,2015-06-27,744611.02,32971
908,2015-06-28,655979.12,31623
909,2015-06-29,1586022.08,49716
910,2015-06-30,4073911.92,136797
911,2015-07-01,678599.45,25002
912,2015-07-02,520220.37,22118
913,2015-07-03,420092.74,19232
914,2015-07-04,191705.58,9691
915,2015-07-05,173683.46,9075
916,2015-07-06,345596.86,15383
917,2015-07-07,354807.6,13826
918,2015-07-08,362818.03,14717
919,2015-07-09,363964.14,16214
920,2015-07-10,445682.73,21413
921,2015-07-11,229857.29,12499
922,2015-07-12,242286.99,14633
923,2015-07-13,346521.01,17620
924,2015-07-14,406551.85,18854
925,2015-07-15,522216.79,26274
926,2015-07-16,391183.79,15934
927,2015-07-17,262037.41,12679
928,2015-07-18,184595.32,10965
929,2015-07-19,203532.92,11713
930,2015-07-20,319413.91,18875
931,2015-07-21,315712.95,15870
932,2015-07-22,265580.54,15159
933,2015-07-23,308054.43,16651
934,2015-07-24,296665.03,15404
935,2015-07-25,267021.99,16481
936,2015-07-26,295048.79,20637
937,2015-07-27,532726.09,28069
938,2015-07-28,515413.48,28262
939,2015-07-29,532904.09,28225
940,2015-07-30,1009477.19,55794
941,2015-07-31,877119.72,46126
942,2015-08-01,310801.55,16873
943,2015-08-02,255578.55,13214
944,2015-08-03,341798.15,17013
945,2015-08-04,317454.36,14681
946,2015-08-05,298734.3,13732
947,2015-08-06,423697.82,19837
948,2015-08-07,422340.27,18790
949,2015-08-08,237233.72,12514
950,2015-08-09,235326.35,12972
951,2015-08-10,403397.24,17301
952,2015-08-11,470105.44,19079
953,2015-08-12,560973.25,26220
954,2015-08-13,559056.86,30968
955,2015-08-14,427222.55,22501
956,2015-08-15,281669.11,16644
957,2015-08-16,261473.3,13892
958,2015-08-17,359296.53,17881
959,2015-08-18,341067.68,16737
960,2015-08-19,467903.87,22559
961,2015-08-20,426843.98,20513
962,2015-08-21,475092.87,26388
963,2015-08-22,238338.96,14784
964,2015-08-23,231320.51,14791
965,2015-08-24,302863.89,16416
966,2015-08-25,343139.77,18783
967,2015-08-26,530266.1,26111
968,2015-08-27,483529.18,30655
969,2015-08-28,490636.28,26963
970,2015-08-29,440817.61,23939
971,2015-08-30,759819.07,42789
972,2015-08-31,1364325.67,65612
973,2015-09-01,516763.03,22135
974,2015-09-02,494493.81,21741
975,2015-09-03,513759.75,21643
976,2015-09-04,305847.96,13243
977,2015-09-05,342827.84,16713
978,2015-09-06,252435.1,12663
979,2015-09-07,330307.97,16798
980,2015-09-08,713613.7,30507
981,2015-09-09,381963.51,15340
982,2015-09-10,552568.35,22458
983,2015-09-11,343139.89,12186
984,2015-09-12,342354.75,17778
985,2015-09-13,351978.64,22859
986,2015-09-14,545237.17,26025
987,2015-09-15,1042838.11,51788
988,2015-09-16,864078.29,42332
989,2015-09-17,889755.53,43143
990,2015-09-18,724519.81,25304
991,2015-09-19,531725.26,22399
992,2015-09-20,465576.41,21179
993,2015-09-21,773759.17,31740
994,2015-09-22,759747.98,26092
995,2015-09-23,1049480.97,49418
996,2015-09-24,816040.16,29378
997,2015-09-25,834922.64,29455
998,2015-09-26,660459.11,33995
999,2015-09-27,657003.32,30167
1000,2015-09-28,1436493.0,46836
1001,2015-09-29,2142343.7,60275
1002,2015-09-30,4935177.26,185266
1003,2015-10-01,880819.42,34373
1004,2015-10-02,491495.91,20512
1005,2015-10-03,307891.58,15940
1006,2015-10-04,273408.53,12539
1007,2015-10-05,608109.76,21307
1008,2015-10-06,425301.42,17480
1009,2015-10-07,630414.76,24440
1010,2015-10-08,576816.35,23204
1011,2015-10-09,361566.16,16779
1012,2015-10-10,333524.6,19440
1013,2015-10-11,236840.36,13226
1014,2015-10-12,324552.02,18566
1015,2015-10-13,956538.63,50696
1016,2015-10-14,1206342.98,56111
1017,2015-10-15,609984.57,29977
1018,2015-10-16,525921.5,23249
1019,2015-10-17,409874.23,22466
1020,2015-10-18,364696.99,17385
1021,2015-10-19,728732.12,31722
1022,2015-10-20,514235.3,24108
1023,2015-10-21,509315.57,31256
1024,2015-10-22,494415.71,25278
1025,2015-10-23,527631.88,24374
1026,2015-10-24,325015.77,19833
1027,2015-10-25,305280.98,18323
1028,2015-10-26,496121.91,22498
1029,2015-10-27,464706.67,22634
1030,2015-10-28,775717.72,39033
1031,2015-10-29,802801.13,39793
1032,2015-10-30,1049153.83,52855
1033,2015-10-31,865003.06,45308
1034,2015-11-01,367284.34,19448
1035,2015-11-02,427102.45,18975
1036,2015-11-03,389639.52,19730
1037,2015-11-04,925702.24,50477
1038,2015-11-05,919546.15,49611
1039,2015-11-06,519116.58,24145
1040,2015-11-07,334926.36,16788
1041,2015-11-08,334516.13,19884
1042,2015-11-09,494385.2,20327
1043,2015-11-10,522471.61,21268
1044,2015-11-11,415688.52,19487
1045,2015-11-12,431112.61,20186
1046,2015-11-13,481293.56,26110
1047,2015-11-14,502326.03,29330
1048,2015-11-15,638217.64,34725
1049,2015-11-16,595297.83,27777
1050,2015-11-17,481403.29,24079
1051,2015-11-18,396056.28,18051
1052,2015-11-19,470514.39,21819
1053,2015-11-20,566817.17,26029
1054,2015-11-21,336063.73,23489
1055,2015-11-22,352105.82,18528
1056,2015-11-23,398429.86,20925
1057,2015-11-24,399193.13,21918
1058,2015-11-25,343486.1,19096
1059,2015-11-26,225915.93,15653
1060,2015-11-27,284454.42,17819
1061,2015-11-28,459157.92,30802
1062,2015-11-29,585410.62,36088
1063,2015-11-30,1553732.05,83316
1064,2015-12-01,585611.75,25426
1065,2015-12-02,357482.29,15978
1066,2015-12-03,480579.77,23723
1067,2015-12-04,547845.86,27443
1068,2015-12-05,304061.18,16979
1069,2015-12-06,271809.26,14572
1070,2015-12-07,594148.11,28222
1071,2015-12-08,872134.66,43473
1072,2015-12-09,643007.12,24269
1073,2015-12-10,505447.19,21326
1074,2015-12-11,525087.38,19737
1075,2015-12-12,483342.35,26657
1076,2015-12-13,449744.33,27475
1077,2015-12-14,1072406.94,59025
1078,2015-12-15,1192845.48,67367
1079,2015-12-16,1777820.1,111802
1080,2015-12-17,848028.9,34246
1081,2015-12-18,1192035.43,60474
1082,2015-12-19,757338.76,44371
1083,2015-12-20,704318.31,41659
1084,2015-12-21,797604.67,37013
1085,2015-12-22,718223.7,27575
1086,2015-12-23,884960.09,40412
1087,2015-12-24,398553.12,20538
1088,2015-12-25,218418.25,14304
1089,2015-12-26,347648.78,19228
1090,2015-12-27,469341.92,26547
1091,2015-12-28,1598754.9,69825
1092,2015-12-29,1941464.31,88110
1093,2015-12-30,2740106.23,115017
1094,2015-12-31,4799390.29,196383
1095,2016-01-01,444864.92,25672
1096,2016-01-02,250984.83,16033
1097,2016-01-03,290729.76,16774
1098,2016-01-04,481446.34,25480
1099,2016-01-05,562818.58,29034
1100,2016-01-06,538646.82,28323
1101,2016-01-07,614816.82,36143
1102,2016-01-08,595653.51,33272
1103,2016-01-09,345265.42,20913
1104,2016-01-10,766590.98,41855
1105,2016-01-11,911208.27,43449
1106,2016-01-12,1328657.81,60079
1107,2016-01-13,1084601.0,56454
1108,2016-01-14,1163921.46,57729
1109,2016-01-15,703259.69,40030
1110,2016-01-16,735338.5,40396
1111,2016-01-17,1073444.9,58738
1112,2016-01-18,955775.28,50139
1113,2016-01-19,1113372.04,54336
1114,2016-01-20,853783.11,40066
1115,2016-01-21,1072862.81,60358
1116,2016-01-22,829989.06,38578
1117,2016-01-23,597295.46,35108
1118,2016-01-24,499817.63,26896
1119,2016-01-25,1333405.09,61571
1120,2016-01-26,1271250.47,62032
1121,2016-01-27,1685743.79,85317
1122,2016-01-28,1832510.4,97576
1123,2016-01-29,2809445.98,147146
1124,2016-01-30,2023502.0,106615
1125,2016-01-31,2135695.93,108581
1126,2016-02-01,1314869.42,60390
1127,2016-02-02,3499098.98,147672
1128,2016-02-03,1273244.64,57129
1129,2016-02-04,1350279.73,59353
1130,2016-02-05,1226729.17,52097
1131,2016-02-06,601045.67,32266
1132,2016-02-07,678093.82,34873
1133,2016-02-08,1106281.75,53737
1134,2016-02-09,2660725.38,105961
1135,2016-02-10,5863226.3,227629
1136,2016-02-11,1769841.3,71687
1137,2016-02-12,1749800.29,76829
1138,2016-02-13,938784.74,48643
1139,2016-02-14,883549.94,45987
1140,2016-02-15,965581.83,49628
1141,2016-02-16,1620421.03,74981
1142,2016-02-17,1393062.23,64932
1143,2016-02-18,1374145.4,63764
1144,2016-02-19,1032079.55,47352
1145,2016-02-20,1819901.52,83651
1146,2016-02-21,1475477.64,72817
1147,2016-02-22,1338064.8,53585
1148,2016-02-23,2132025.41,93411
1149,2016-02-24,1879606.29,82558
1150,2016-02-25,1614196.33,74735
1151,2016-02-26,1978412.3,98079
1152,2016-02-27,1900772.34,91263
1153,2016-02-28,2499015.31,126520
1154,2016-02-29,7961436.56,399674
1155,2016-03-01,1878309.4,84838
1156,2016-03-02,2261263.15,102945
1157,2016-03-03,1209001.32,55041
1158,2016-03-04,1275293.98,60316
1159,2016-03-05,1462998.67,77267
1160,2016-03-06,2066051.73,108707
1161,2016-03-07,1591059.29,65009
1162,2016-03-08,1769179.44,78887
1163,2016-03-09,4413892.26,188189
1164,2016-03-10,1603941.77,68247
1165,2016-03-11,1617024.12,68250
1166,2016-03-12,1760999.95,80268
1167,2016-03-13,1905137.91,92938
1168,2016-03-14,3488830.06,166245
1169,2016-03-15,1470519.54,65980
1170,2016-03-16,2853413.02,128457
1171,2016-03-17,2155129.51,95677
1172,2016-03-18,1409916.32,56506
1173,2016-03-19,856336.22,45547
1174,2016-03-20,1004144.1,50265
1175,2016-03-21,1707416.27,73483
1176,2016-03-22,1185262.71,47963
1177,2016-03-23,1953014.98,82331
1178,2016-03-24,1465084.74,59263
1179,2016-03-25,1555885.22,65044
1180,2016-03-26,1552769.5,70944
1181,2016-03-27,2080277.45,92512
1182,2016-03-28,2551430.07,97016
1183,2016-03-29,3384018.12,162155
1184,2016-03-30,4793260.85,273464
1185,2016-03-31,8121773.82,360738
1186,2016-04-01,1771505.36,86667
1187,2016-04-02,719040.33,37026
1188,2016-04-03,972942.6,45734
1189,2016-04-04,1129245.26,49294
1190,2016-04-05,1457085.24,62800
1191,2016-04-06,2270988.91,98296
1192,2016-04-07,1408263.9,58752
1193,2016-04-08,2644366.47,113077
1194,2016-04-09,1648418.68,78304
1195,2016-04-10,1018557.16,50204
1196,2016-04-11,1038100.96,40554
1197,2016-04-12,1048195.47,46003
1198,2016-04-13,1728014.17,108552
1199,2016-04-14,1877547.36,94724
1200,2016-04-15,2041165.78,94176
1201,2016-04-16,1120125.01,57967
1202,2016-04-17,1682148.01,80105
1203,2016-04-18,1721761.41,77877
1204,2016-04-19,1390842.23,63059
1205,2016-04-20,1773476.36,85538
1206,2016-04-21,1031547.64,46276
1207,2016-04-22,1065020.03,43488
1208,2016-04-23,748213.61,41188
1209,2016-04-24,589494.5,32813
1210,2016-04-25,1088470.8,47002
1211,2016-04-26,1153750.85,57605
1212,2016-04-27,1463787.43,69958
1213,2016-04-28,1610231.43,75816
1214,2016-04-29,2064729.28,102510
1215,2016-04-30,4002857.56,213372
1216,2016-05-01,756329.79,38397
1217,2016-05-02,1080202.43,44535
1218,2016-05-03,1628813.23,75492
1219,2016-05-04,2292303.89,105409
1220,2016-05-05,1070857.89,42721
1221,2016-05-06,917871.16,35444
1222,2016-05-07,657408.08,35779
1223,2016-05-08,660967.8,35390
1224,2016-05-09,895003.35,36079
1225,2016-05-10,1498133.01,58689
1226,2016-05-11,1275626.59,54175
1227,2016-05-12,1086395.61,39332
1228,2016-05-13,905723.81,40796
1229,2016-05-14,780673.9,42130
1230,2016-05-15,808036.41,41936
1231,2016-05-16,917569.75,37831
1232,2016-05-17,809426.73,34295
1233,2016-05-18,1487250.96,64462
1234,2016-05-19,1108503.07,41200
1235,2016-05-20,981273.14,43277
1236,2016-05-21,981241.89,50192
1237,2016-05-22,1105053.17,61149
1238,2016-05-23,942092.28,39878
1239,2016-05-24,848926.74,41314
1240,2016-05-25,899158.19,41057
1241,2016-05-26,1301012.66,59231
1242,2016-05-27,1228705.03,61976
1243,2016-05-28,1227951.75,68673
1244,2016-05-29,1137021.4,61195
1245,2016-05-30,1181513.14,60668
1246,2016-05-31,3944670.87,158594
1247,2016-06-01,1332747.91,51742
1248,2016-06-02,1138820.82,41074
1249,2016-06-03,778330.78,31294
1250,2016-06-04,863025.37,48558
1251,2016-06-05,602029.19,29932
1252,2016-06-06,856643.57,29677
1253,2016-06-07,1388109.22,80381
1254,2016-06-08,1639168.46,74268
1255,2016-06-09,882439.21,38550
1256,2016-06-10,691868.6,31941
1257,2016-06-11,693979.91,45005
1258,2016-06-12,556170.98,28321
1259,2016-06-13,762119.47,29588
1260,2016-06-14,790580.98,34407
1261,2016-06-15,1050334.5,48129
1262,2016-06-16,1157179.1,48313
1263,2016-06-17,920630.01,40121
1264,2016-06-18,578300.42,36029
1265,2016-06-19,543300.72,29268
1266,2016-06-20,952220.81,39674
1267,2016-06-21,1038246.96,44260
1268,2016-06-22,1340714.47,52410
1269,2016-06-23,1628313.95,73697
1270,2016-06-24,918204.51,39319
1271,2016-06-25,683168.86,33767
1272,2016-06-26,672821.72,31380
1273,2016-06-27,1240082.82,42061
1274,2016-06-28,2106861.29,79926
1275,2016-06-29,2705572.48,100252
1276,2016-06-30,4946319.15,175181
1277,2016-07-01,899448.85,39960
1278,2016-07-02,387199.54,21739
1279,2016-07-03,283973.99,18686
1280,2016-07-04,327582.78,19450
1281,2016-07-05,651205.4,28280
1282,2016-07-06,787126.74,42973
1283,2016-07-07,817303.28,40168
1284,2016-07-08,505676.15,20816
1285,2016-07-09,398594.4,20776
1286,2016-07-10,382576.15,20207
1287,2016-07-11,609853.02,24062
1288,2016-07-12,802931.1,33832
1289,2016-07-13,898315.5,39812
1290,2016-07-14,919367.61,38294
1291,2016-07-15,827885.58,34367
1292,2016-07-16,588524.58,32118
1293,2016-07-17,417584.16,24350
1294,2016-07-18,821708.65,33422
1295,2016-07-19,920509.24,39140
1296,2016-07-20,1250917.3,52222
1297,2016-07-21,1302076.86,62918
1298,2016-07-22,1436579.51,61428
1299,2016-07-23,763405.44,35447
1300,2016-07-24,549175.5,29971
1301,2016-07-25,883006.86,40748
1302,2016-07-26,1009734.49,48957
1303,2016-07-27,1120533.57,65436
1304,2016-07-28,1801203.9,82396
1305,2016-07-29,1708045.05,72591
1306,2016-07-30,1550209.91,67738
1307,2016-07-31,2318856.9,90488
1308,2016-08-01,977162.05,32800
1309,2016-08-02,701979.5,27707
1310,2016-08-03,870960.2,40578
1311,2016-08-04,1482659.18,64880
1312,2016-08-05,881106.37,37880
1313,2016-08-06,608333.51,30009
1314,2016-08-07,661293.82,34698
1315,2016-08-08,824870.21,28690
1316,2016-08-09,1266008.28,43682
1317,2016-08-10,976124.29,35653
1318,2016-08-11,870644.54,29075
1319,2016-08-12,889035.79,44202
1320,2016-08-13,620618.55,27962
1321,2016-08-14,608983.65,27400
1322,2016-08-15,1199617.54,44985
1323,2016-08-16,1095561.52,42412
1324,2016-08-17,1025808.62,36974
1325,2016-08-18,900517.6,36613
1326,2016-08-19,845902.11,33632
1327,2016-08-20,709241.02,28113
1328,2016-08-21,634915.24,28228
1329,2016-08-22,1096823.16,34200
1330,2016-08-23,988061.76,33964
1331,2016-08-24,1168353.5,44244
1332,2016-08-25,1063145.56,38513
1333,2016-08-26,976713.94,35476
1334,2016-08-27,780433.14,40596
1335,2016-08-28,1242668.32,68019
1336,2016-08-29,2028159.76,91684
1337,2016-08-30,2139706.66,92995
1338,2016-08-31,2805382.67,105178
1339,2016-09-01,997520.39,36378
1340,2016-09-02,711690.24,27559
1341,2016-09-03,460579.06,23940
1342,2016-09-04,490858.85,22247
1343,2016-09-05,535217.37,20148
1344,2016-09-06,990656.48,30080
1345,2016-09-07,1091427.41,35360
1346,2016-09-08,1347901.93,50582
1347,2016-09-09,1058107.73,39454
1348,2016-09-10,893156.54,32750
1349,2016-09-11,544550.16,26547
1350,2016-09-12,1149814.94,34039
1351,2016-09-13,1284825.46,39526
1352,2016-09-14,1288503.51,38888
1353,2016-09-15,1910254.47,59609
1354,2016-09-16,1736585.52,55713
1355,2016-09-17,1176431.36,40838
1356,2016-09-18,954371.68,36288
1357,2016-09-19,1716366.19,51239
1358,2016-09-20,1768916.14,53083
1359,2016-09-21,2372320.94,59472
1360,2016-09-22,1868161.9,63166
1361,2016-09-23,1643341.33,54759
1362,2016-09-24,1189546.38,47393
1363,2016-09-25,1202857.31,49132
1364,2016-09-26,2526407.55,87027
1365,2016-09-27,2794945.58,102567
1366,2016-09-28,2643104.45,89281
1367,2016-09-29,3570426.64,116169
1368,2016-09-30,7235298.43,205920
1369,2016-10-01,1603596.66,58701
1370,2016-10-02,901108.22,37287
1371,2016-10-03,1427744.71,45405
1372,2016-10-04,1642373.2,47555
1373,2016-10-05,1525532.22,52645
1374,2016-10-06,1913831.06,60029
1375,2016-10-07,1692556.35,57983
1376,2016-10-08,1676451.85,70970
1377,2016-10-09,1507238.41,62909
1378,2016-10-10,2272324.12,77168
1379,2016-10-11,2169945.13,73369
1380,2016-10-12,2044587.92,70461
1381,2016-10-13,2415230.08,72828
1382,2016-10-14,2381720.41,76712
1383,2016-10-15,1977818.1,86599
1384,2016-10-16,1526557.83,63212
1385,2016-10-17,2425344.4,79450
1386,2016-10-18,3628207.56,213086
1387,2016-10-19,4256580.07,308128
1388,2016-10-20,2823254.19,216654
1389,2016-10-21,2670846.43,144865
1390,2016-10-22,1879046.78,94146
1391,2016-10-23,1943934.8,78057
1392,2016-10-24,2670538.54,96388
1393,2016-10-25,2708244.95,101142
1394,2016-10-26,2826023.77,116184
1395,2016-10-27,2822648.19,106323
1396,2016-10-28,3262907.06,129290
1397,2016-10-29,2872239.89,123618
1398,2016-10-30,3133974.69,130223
1399,2016-10-31,4575963.99,174459
1400,2016-11-01,3274316.81,141450
1401,2016-11-02,3708994.74,171706
1402,2016-11-03,3815123.74,185992
1403,2016-11-04,3976402.63,183011
1404,2016-11-05,3077776.21,143177
1405,2016-11-06,2952000.87,134793
1406,2016-11-07,3152297.89,139818
1407,2016-11-08,1233365.05,59705
1408,2016-11-09,262063.56,17107
1409,2016-11-10,513460.63,30440
1410,2016-11-11,390655.94,23403
1411,2016-11-12,377422.69,23744
1412,2016-11-13,441901.33,22757
1413,2016-11-14,847539.7,35336
1414,2016-11-15,912968.51,42856
1415,2016-11-16,757429.15,36320
1416,2016-11-17,653324.04,31786
1417,2016-11-18,553686.61,29176
1418,2016-11-19,382377.4,23396
1419,2016-11-20,376342.87,23459
1420,2016-11-21,519978.69,30026
1421,2016-11-22,503270.68,32507
1422,2016-11-23,330319.59,21464
1423,2016-11-24,299340.01,18262
1424,2016-11-25,372324.12,20939
1425,2016-11-26,337986.5,20590
1426,2016-11-27,439546.78,25244
1427,2016-11-28,654308.2,35549
1428,2016-11-29,834687.3,46500
1429,2016-11-30,1385307.16,77482
1430,2016-12-01,400482.23,25289
1431,2016-12-02,495716.44,29114
1432,2016-12-03,393969.55,23628
1433,2016-12-04,398466.9,23539
1434,2016-12-05,538103.02,32275
1435,2016-12-06,509191.14,29447
1436,2016-12-07,627498.68,33266
1437,2016-12-08,484558.13,29904
1438,2016-12-09,349299.18,22679
1439,2016-12-10,257237.89,19069
1440,2016-12-11,207339.71,14854
1441,2016-12-12,296593.24,18953
1442,2016-12-13,333941.68,20026
1443,2016-12-14,339463.14,23157
1444,2016-12-15,417970.38,27098
1445,2016-12-16,369748.79,23989
1446,2016-12-17,257501.09,18652
1447,2016-12-18,233061.1,16429
1448,2016-12-19,316727.99,19816
1449,2016-12-20,361850.11,20137
1450,2016-12-21,287598.03,18507
1451,2016-12-22,315421.24,18868
1452,2016-12-23,259190.67,14626
1453,2016-12-24,173362.93,12229
1454,2016-12-25,147236.03,11127
1455,2016-12-26,207596.69,13987
1456,2016-12-27,349223.55,21117
1457,2016-12-28,474072.58,28738
1458,2016-12-29,759879.75,36131
1459,2016-12-30,815233.87,43001
1460,2016-12-31,1068018.92,47810
1461,2017-01-01,330190.48,22072
1462,2017-01-02,311352.71,20236
1463,2017-01-03,337788.16,19937
1464,2017-01-04,403995.01,20702
1465,2017-01-05,390053.43,21254
1466,2017-01-06,569109.92,32854
1467,2017-01-07,486465.7,33220
1468,2017-01-08,335634.12,23395
1469,2017-01-09,483851.48,22842
1470,2017-01-10,561789.47,40626
1471,2017-01-11,498890.86,32612
1472,2017-01-12,520358.62,29273
1473,2017-01-13,408454.45,26410
1474,2017-01-14,510024.42,39317
1475,2017-01-15,550623.14,42854
1476,2017-01-16,377530.55,25287
1477,2017-01-17,593998.18,34322
1478,2017-01-18,621959.03,31568
1479,2017-01-19,779305.77,45894
1480,2017-01-20,948895.47,59815
1481,2017-01-21,487528.85,35253
1482,2017-01-22,586596.55,35605
1483,2017-01-23,701385.85,35905
1484,2017-01-24,824939.26,43828
1485,2017-01-25,794073.37,42499
1486,2017-01-26,823351.0,45068
1487,2017-01-27,779003.11,41752
1488,2017-01-28,725131.33,45303
1489,2017-01-29,1108478.19,68251
1490,2017-01-30,1627343.05,89422
1491,2017-01-31,2388443.94,128213
1492,2017-02-01,1079401.0,59292
1493,2017-02-02,976431.61,51115
1494,2017-02-03,947933.64,48664
1495,2017-02-04,652205.77,37973
1496,2017-02-05,525340.41,32990
1497,2017-02-06,768170.38,34498
1498,2017-02-07,915443.65,43626
1499,2017-02-08,1717366.35,96266
1500,2017-02-09,1064397.1,59333
1501,2017-02-10,798399.94,43326
1502,2017-02-11,666086.6,41284
1503,2017-02-12,465304.87,28576
1504,2017-02-13,896931.23,37104
1505,2017-02-14,671607.42,35488
1506,2017-02-15,938468.6,53301
1507,2017-02-16,989757.82,49836
1508,2017-02-17,997566.09,52359
1509,2017-02-18,566216.92,36589
1510,2017-02-19,598597.19,39716
1511,2017-02-20,739235.7,39048
1512,2017-02-21,908534.35,43767
1513,2017-02-22,1094698.06,54075
1514,2017-02-23,1100506.92,56775
1515,2017-02-24,853349.16,45839
1516,2017-02-25,727190.22,42350
1517,2017-02-26,801995.87,48398
1518,2017-02-27,1073068.24,54855
1519,2017-02-28,2805747.36,169325
1520,2017-03-01,917150.92,48652
1521,2017-03-02,994561.96,55145
1522,2017-03-03,844288.77,43894
1523,2017-03-04,553060.97,34063
1524,2017-03-05,689927.36,37744
1525,2017-03-06,1075779.68,49783
1526,2017-03-07,1046081.06,47742
1527,2017-03-08,1021775.27,50384
1528,2017-03-09,1257076.49,66606
1529,2017-03-10,1060844.29,53813
1530,2017-03-11,766057.47,45662
1531,2017-03-12,749524.08,41234
1532,2017-03-13,1096032.37,46390
1533,2017-03-14,1042481.27,51196
1534,2017-03-15,1230964.1,58627
1535,2017-03-16,1197837.32,58602
1536,2017-03-17,1182797.48,57216
1537,2017-03-18,824954.24,48101
1538,2017-03-19,764378.44,44784
1539,2017-03-20,1182864.07,50225
1540,2017-03-21,1179316.97,51154
1541,2017-03-22,1282172.35,66152
1542,2017-03-23,1165113.53,61967
1543,2017-03-24,1165168.98,62330
1544,2017-03-25,732993.29,42899
1545,2017-03-26,734927.61,41767
1546,2017-03-27,1275972.64,57212
1547,2017-03-28,1635333.59,72951
1548,2017-03-29,1865339.74,81829
1549,2017-03-30,2310539.65,96948
1550,2017-03-31,3467484.21,134367
1551,2017-04-01,927011.35,51890
1552,2017-04-02,711530.49,42508
1553,2017-04-03,1081794.88,55363
1554,2017-04-04,1018680.15,55787
1555,2017-04-05,1068541.98,57980
1556,2017-04-06,1287889.01,72423
1557,2017-04-07,1184024.14,65425
1558,2017-04-08,768967.43,51697
1559,2017-04-09,665248.08,44323
1560,2017-04-10,967239.12,51483
1561,2017-04-11,1337806.93,67152
1562,2017-04-12,1365136.16,67686
1563,2017-04-13,1130365.6,57974
1564,2017-04-14,1051110.17,61598
1565,2017-04-15,923988.84,60758
1566,2017-04-16,661059.86,42854
1567,2017-04-17,1596561.5,84509
1568,2017-04-18,1152822.51,56724
1569,2017-04-19,1552547.3,72585
1570,2017-04-20,1104845.11,52922
1571,2017-04-21,910826.87,45280
1572,2017-04-22,619368.43,37034
1573,2017-04-23,618467.03,33141
1574,2017-04-24,820716.98,40885
1575,2017-04-25,810894.54,38543
1576,2017-04-26,938088.49,49902
1577,2017-04-27,1064861.23,52914
1578,2017-04-28,986204.72,54572
1579,2017-04-29,1018196.18,61162
1580,2017-04-30,1711518.19,100465
1581,2017-05-01,892054.88,40428
1582,2017-05-02,1016458.49,50017
1583,2017-05-03,1233335.48,58901
1584,2017-05-04,3763484.93,626983
1585,2017-05-05,2600442.82,408134
1586,2017-05-06,1298827.87,164647
1587,2017-05-07,971839.64,86619
